obs_id,id,date_range_start,adopt_type,First_Detected_Domain,adopt_days,vr_type,online_spend,total_spend,dwell_time_median,CR_visit,store_quantity_city,average_open_hours,store_size,Sitemap_Size,rank,tech_spend,category
8100,348,2020/10/1,never,2022/6/6,0,Model Viewer,0,1597.4,12,1,1,,131,,29232656,"$1,000 ",Business And Industrial
8101,348,2020/9/1,never,2022/6/6,0,Model Viewer,0,134.05,6,0.4,1,,131,,29232656,"$1,000 ",Business And Industrial
8102,349,2021/11/1,never,2022/3/18,0,Model Viewer,15.37,452.59,26.75,0.143739246,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8103,349,2021/10/1,never,2022/3/18,0,Model Viewer,31.832,240.932,22,0.08486001,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8104,349,2021/9/1,never,2022/3/18,0,Model Viewer,12.884,141.158,20,0.159327893,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8105,349,2021/8/1,never,2022/3/18,0,Model Viewer,13.755,400.8025,25.625,0.185482007,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8106,349,2021/7/1,never,2022/3/18,0,Model Viewer,0,182.372,20.8,0.055059723,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8107,349,2021/5/1,never,2022/3/18,0,Model Viewer,0,161.7,26,0.054923893,1,7.904761905,13380,3842,418706,"$2,000 ",Style And Fashion
8108,349,2021/4/1,never,2022/3/18,0,Model Viewer,0,108.4425,25.375,0.100048695,1,8.214285714,29352.25,3842,418706,"$2,000 ",Style And Fashion
8109,349,2021/3/1,never,2022/3/18,0,Model Viewer,0,279.872,28.4,0.099472005,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8110,349,2021/2/1,never,2022/3/18,0,Model Viewer,0,411.02,36,0.229059829,1,7.904761905,13380,3842,418706,"$2,000 ",Style And Fashion
8111,349,2021/1/1,never,2022/3/18,0,Model Viewer,0,400.8025,30.25,0.317398778,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8112,349,2022/1/1,never,2022/3/18,0,Model Viewer,0,484.8566667,26,0.085065165,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8113,349,2022/2/1,never,2022/3/18,0,Model Viewer,0,154.935,29.125,0.062115362,1,8.214285714,29352.25,3842,418706,"$2,000 ",Style And Fashion
8114,349,2022/9/1,adopt,2022/3/18,167 days 00:00:00,Model Viewer,0,270.74,27.2,0.276179068,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8115,349,2022/8/1,adopt,2022/3/18,136 days 00:00:00,Model Viewer,0,471.72,24,0.234827856,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8116,349,2022/6/1,adopt,2022/3/18,75 days 00:00:00,Model Viewer,0,433.8825,19.75,0.29747453,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8117,349,2022/5/1,adopt,2022/3/18,44 days 00:00:00,Model Viewer,0,171.518,19.2,0.079638221,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8118,349,2022/4/1,adopt,2022/3/18,14 days 00:00:00,Model Viewer,0,268.98,22,0.076073054,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8119,349,2022/3/1,never,2022/3/18,0,Model Viewer,0,477.5033333,32.66666667,0.0419607,1,8.761904762,28400.66667,3842,418706,"$2,000 ",Style And Fashion
8120,349,2022/10/1,adopt,2022/3/18,197 days 00:00:00,Model Viewer,0,199.03,29.5,0.129283064,1,8.214285714,29352.25,3842,418706,"$2,000 ",Style And Fashion
8121,349,2020/12/1,never,2022/3/18,0,Model Viewer,4.686,438.704,24.9,0.255963985,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8122,349,2020/11/1,never,2022/3/18,0,Model Viewer,10.28,581.835,22,0.371482895,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8123,349,2020/10/1,never,2022/3/18,0,Model Viewer,0,459.956,22.1,0.191339863,1,8.342857143,23501.2,3842,418706,"$2,000 ",Style And Fashion
8124,349,2020/9/1,never,2022/3/18,0,Model Viewer,0,545.8766667,23.33333333,0.223774955,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8125,349,2020/8/1,never,2022/3/18,0,Model Viewer,0,479.345,29.25,0.174324324,1,7.142857143,3984.5,3842,418706,"$2,000 ",Style And Fashion
8126,349,2020/7/1,never,2022/3/18,0,Model Viewer,0,829.0433333,26.33333333,0.128123653,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8127,349,2020/6/1,never,2022/3/18,0,Model Viewer,0,436.47,23.5,0.14166802,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8128,349,2020/5/1,never,2022/3/18,0,Model Viewer,0,627.39,21,0.1,1,8.857142857,97,3842,418706,"$2,000 ",Style And Fashion
8129,349,2020/3/1,never,2022/3/18,0,Model Viewer,0,928.48,23,0.188679245,1,8.857142857,97,3842,418706,"$2,000 ",Style And Fashion
8130,349,2020/2/1,never,2022/3/18,0,Model Viewer,0,484.7525,24.5,0.121177091,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8131,349,2020/1/1,never,2022/3/18,0,Model Viewer,0,484.2875,25.375,0.094466769,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8132,349,2019/12/1,never,2022/3/18,0,Model Viewer,14.6425,1586.63,25.125,0.068827341,1,7.392857143,5959.75,3842,418706,"$2,000 ",Style And Fashion
8133,349,2019/11/1,never,2022/3/18,0,Model Viewer,0,238.6766667,27.83333333,0.076889547,1,7.428571429,13386,3842,418706,"$2,000 ",Style And Fashion
8134,349,2019/10/1,never,2022/3/18,0,Model Viewer,18.166,1280.62,25.6,0.068467286,1,7.514285714,11205.6,3842,418706,"$2,000 ",Style And Fashion
8135,349,2019/8/1,never,2022/3/18,0,Model Viewer,0,597.0333333,23.5,0.123693688,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8136,349,2019/7/1,never,2022/3/18,0,Model Viewer,0,519.8966667,25,0.088236984,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8137,349,2019/6/1,never,2022/3/18,0,Model Viewer,0,443.93,23,0.111303932,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8138,349,2019/5/1,never,2022/3/18,0,Model Viewer,0,461.2833333,22.66666667,0.063809102,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8139,349,2019/4/1,never,2022/3/18,0,Model Viewer,0,538.06,25.33333333,0.12457407,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8140,349,2019/3/1,never,2022/3/18,0,Model Viewer,0,419.1,27.16666667,0.09783126,1,7.714285714,2688.666667,3842,418706,"$2,000 ",Style And Fashion
8141,349,2019/2/1,never,2022/3/18,0,Model Viewer,0,311.07,28.5,0.152173913,1,7.428571429,115,3842,418706,"$2,000 ",Style And Fashion
8142,349,2019/1/1,never,2022/3/18,0,Model Viewer,0,220.38,24.625,0.091499134,1,7.785714286,10063.75,3842,418706,"$2,000 ",Style And Fashion
8143,350,2021/11/1,never,2022/3/4,0,Model Viewer,0,417.39,222,0.1125,1,,122,,648220,$100 ,Style And Fashion
8144,350,2021/10/1,never,2022/3/4,0,Model Viewer,0,736.05,43,0.076923077,1,,122,,648220,$100 ,Style And Fashion
8145,350,2021/9/1,never,2022/3/4,0,Model Viewer,0,95.61,60,0.034782609,1,,122,,648220,$100 ,Style And Fashion
8146,350,2021/8/1,never,2022/3/4,0,Model Viewer,0,357.98,46,0.03030303,1,,122,,648220,$100 ,Style And Fashion
8147,350,2021/7/1,never,2022/3/4,0,Model Viewer,0,485.14,29,0.048128342,1,,122,,648220,$100 ,Style And Fashion
8148,350,2021/5/1,never,2022/3/4,0,Model Viewer,0,423.78,24,0.067669173,1,,122,,648220,$100 ,Style And Fashion
8149,350,2021/4/1,never,2022/3/4,0,Model Viewer,0,226.63,18,0.028037383,1,,122,,648220,$100 ,Style And Fashion
8150,350,2021/3/1,never,2022/3/4,0,Model Viewer,0,198.31,22,0.033613445,1,,122,,648220,$100 ,Style And Fashion
8151,350,2021/2/1,never,2022/3/4,0,Model Viewer,0,261.17,28,0.037735849,1,,122,,648220,$100 ,Style And Fashion
8152,350,2021/1/1,never,2022/3/4,0,Model Viewer,0,212.91,22,0.063063063,1,,122,,648220,$100 ,Style And Fashion
8153,350,2022/1/1,never,2022/3/4,0,Model Viewer,0,77.42,14,0.088888889,1,,122,,648220,$100 ,Style And Fashion
8154,350,2022/9/1,adopt,2022/3/4,181 days 00:00:00,Model Viewer,0,67.29,10,0.048780488,1,,122,,648220,$100 ,Style And Fashion
8155,350,2022/8/1,adopt,2022/3/4,150 days 00:00:00,Model Viewer,0,136.37,12,0.103448276,1,,122,,648220,$100 ,Style And Fashion
8156,350,2022/6/1,adopt,2022/3/4,89 days 00:00:00,Model Viewer,0,125.93,15.5,0.045454545,1,,122,,648220,$100 ,Style And Fashion
8157,350,2022/4/1,adopt,2022/3/4,28 days 00:00:00,Model Viewer,0,177.38,19,0.057142857,1,,122,,648220,$100 ,Style And Fashion
8158,350,2022/3/1,never,2022/3/4,0,Model Viewer,0,28.89,18.5,0.058823529,1,,122,,648220,$100 ,Style And Fashion
8159,350,2022/10/1,adopt,2022/3/4,211 days 00:00:00,Model Viewer,0,170.56,14,0.172413793,1,,122,,648220,$100 ,Style And Fashion
8160,350,2020/12/1,never,2022/3/4,0,Model Viewer,0,709.32,12,0.13592233,1,,122,,648220,$100 ,Style And Fashion
8161,350,2020/11/1,never,2022/3/4,0,Model Viewer,0,591.38,26,0.128571429,1,,122,,648220,$100 ,Style And Fashion
8162,350,2020/10/1,never,2022/3/4,0,Model Viewer,0,609.25,12.5,0.125,1,,122,,648220,$100 ,Style And Fashion
8163,350,2020/9/1,never,2022/3/4,0,Model Viewer,0,644.36,28,0.067484663,1,,122,,648220,$100 ,Style And Fashion
8164,350,2020/8/1,never,2022/3/4,0,Model Viewer,0,115.18,32,0.033112583,1,,122,,648220,$100 ,Style And Fashion
8165,350,2020/7/1,never,2022/3/4,0,Model Viewer,0,202.09,20.5,0.03125,1,,122,,648220,$100 ,Style And Fashion
8166,350,2020/6/1,never,2022/3/4,0,Model Viewer,0,498.45,21,0.042735043,1,,122,,648220,$100 ,Style And Fashion
8167,350,2020/5/1,never,2022/3/4,0,Model Viewer,0,176.46,24,0.024390244,1,,122,,648220,$100 ,Style And Fashion
8168,350,2020/3/1,never,2022/3/4,0,Model Viewer,0,628.4,35.5,0.08,1,,122,,648220,$100 ,Style And Fashion
8169,350,2020/2/1,never,2022/3/4,0,Model Viewer,0,307.28,40,0.035087719,1,,122,,648220,$100 ,Style And Fashion
8170,350,2020/1/1,never,2022/3/4,0,Model Viewer,0,368.7,34.5,0.0390625,1,,122,,648220,$100 ,Style And Fashion
8171,350,2019/12/1,never,2022/3/4,0,Model Viewer,0,647.88,21,0.116666667,1,,122,,648220,$100 ,Style And Fashion
8172,350,2019/11/1,never,2022/3/4,0,Model Viewer,0,296.93,28,0.050955414,1,,122,,648220,$100 ,Style And Fashion
8173,350,2019/10/1,never,2022/3/4,0,Model Viewer,0,376.91,22,0.052980132,1,,122,,648220,$100 ,Style And Fashion
8174,350,2019/8/1,never,2022/3/4,0,Model Viewer,0,461.58,21,0.052631579,1,,122,,648220,$100 ,Style And Fashion
8175,350,2019/7/1,never,2022/3/4,0,Model Viewer,0,824.51,12,0.100719424,1,,122,,648220,$100 ,Style And Fashion
8176,350,2019/6/1,never,2022/3/4,0,Model Viewer,0,169.32,13,0.024539877,1,,122,,648220,$100 ,Style And Fashion
8177,350,2019/5/1,never,2022/3/4,0,Model Viewer,0,176.32,13.5,0.038461538,1,,122,,648220,$100 ,Style And Fashion
8178,350,2019/4/1,never,2022/3/4,0,Model Viewer,0,210.46,13,0.048,1,,122,,648220,$100 ,Style And Fashion
8179,350,2019/3/1,never,2022/3/4,0,Model Viewer,0,559.11,11,0.072847682,1,,122,,648220,$100 ,Style And Fashion
8180,351,2021/11/1,never,2022/3/4,0,Model Viewer,0,6897.15,65.5,0.461538462,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8181,351,2021/10/1,never,2022/3/4,0,Model Viewer,0,3059.54,42,0.333333333,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8182,351,2021/9/1,never,2022/3/4,0,Model Viewer,0,3418.73,40,0.465116279,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8183,351,2021/8/1,never,2022/3/4,0,Model Viewer,0,4586.5,52.5,0.5,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8184,351,2021/7/1,never,2022/3/4,0,Model Viewer,0,3569.63,43,0.363636364,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8185,351,2021/4/1,never,2022/3/4,0,Model Viewer,29.99,2047.14,19,0.56,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8186,351,2021/3/1,never,2022/3/4,0,Model Viewer,0,2651.26,12,0.923076923,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8187,351,2021/2/1,never,2022/3/4,0,Model Viewer,0,2157.42,39,1,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8188,351,2021/1/1,never,2022/3/4,0,Model Viewer,0,2216.82,16,1.777777778,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8189,351,2022/1/1,never,2022/3/4,0,Model Viewer,0,3043.54,74,0.369565217,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8190,351,2022/2/1,never,2022/3/4,0,Model Viewer,0,1818.95,49,0.25,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8191,351,2022/9/1,adopt,2022/3/4,181 days 00:00:00,Model Viewer,0,4242.02,58,0.393442623,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8192,351,2022/8/1,adopt,2022/3/4,150 days 00:00:00,Model Viewer,0,3470.36,63,0.389830508,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8193,351,2022/6/1,adopt,2022/3/4,89 days 00:00:00,Model Viewer,0,2453.34,43,0.273972603,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8194,351,2022/5/1,adopt,2022/3/4,58 days 00:00:00,Model Viewer,0,6896.03,49,0.376237624,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8195,351,2022/4/1,adopt,2022/3/4,28 days 00:00:00,Model Viewer,0,6513.44,57.5,0.4,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8196,351,2022/3/1,never,2022/3/4,0,Model Viewer,0,6679.82,48.5,0.657894737,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8197,351,2022/10/1,adopt,2022/3/4,211 days 00:00:00,Model Viewer,0,4845.66,31,0.377358491,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8198,351,2020/12/1,never,2022/3/4,0,Model Viewer,0,3699.46,13.5,1.333333333,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8199,351,2020/11/1,never,2022/3/4,0,Model Viewer,0,1725.47,17,0.684210526,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8200,351,2020/10/1,never,2022/3/4,0,Model Viewer,0,1370.5,19,0.75,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8201,351,2020/9/1,never,2022/3/4,0,Model Viewer,0,4373.76,19,0.851851852,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8202,351,2020/7/1,never,2022/3/4,0,Model Viewer,0,1049.87,19,0.392857143,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8203,351,2020/6/1,never,2022/3/4,0,Model Viewer,0,1244.74,34,0.322580645,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8204,351,2020/3/1,never,2022/3/4,0,Model Viewer,0,1764,18.5,0.545454545,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8205,351,2020/2/1,never,2022/3/4,0,Model Viewer,0,476.2,20,0.129032258,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8206,351,2020/1/1,never,2022/3/4,0,Model Viewer,0,2119.55,13,0.62962963,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8207,351,2019/12/1,never,2022/3/4,0,Model Viewer,0,4887.62,20.5,0.725,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8208,351,2019/11/1,never,2022/3/4,0,Model Viewer,0,2274.93,21,0.681818182,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8209,351,2019/10/1,never,2022/3/4,0,Model Viewer,0,3119.98,20,0.6,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8210,351,2019/8/1,never,2022/3/4,0,Model Viewer,0,2620.01,20,0.818181818,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8211,351,2019/7/1,never,2022/3/4,0,Model Viewer,0,3675.06,18.5,0.5,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8212,351,2019/6/1,never,2022/3/4,0,Model Viewer,0,3231.18,19,0.740740741,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8213,351,2019/5/1,never,2022/3/4,0,Model Viewer,0,2042.18,21,0.304347826,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8214,351,2019/4/1,never,2022/3/4,0,Model Viewer,0,3421.35,21,0.50877193,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8215,351,2019/3/1,never,2022/3/4,0,Model Viewer,0,2346.79,33,0.240506329,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8216,351,2019/1/1,never,2022/3/4,0,Model Viewer,0,3370.85,55,0.276923077,1,6.714285714,536,677,5890137,"$1,000 ",Style And Fashion
8217,352,2021/11/1,never,2022/4/1,0,Model Viewer,84.71,200.48,40,0.055555556,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8218,352,2021/10/1,never,2022/4/1,0,Model Viewer,26.19,476.15,29,0.493200506,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8219,352,2021/9/1,never,2022/4/1,0,Model Viewer,46.62,1335.875,29.5,1.251766091,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8220,352,2021/8/1,never,2022/4/1,0,Model Viewer,23.26,3445.2,30.75,5.354636591,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8221,352,2021/7/1,never,2022/4/1,0,Model Viewer,5.445,283.095,31,0.367695185,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8222,352,2022/8/1,adopt,2022/4/1,122 days 00:00:00,Model Viewer,24.65,556.75,216,40,1,2,80,,9862662,"$1,000 ",Art And Entertainment
8223,352,2022/6/1,adopt,2022/4/1,61 days 00:00:00,Model Viewer,0,90.425,40.25,0.546511628,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8224,352,2022/5/1,adopt,2022/4/1,30 days 00:00:00,Model Viewer,11,164.15,40,0.173333333,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8225,352,2022/4/1,,2022/4/1,,Model Viewer,0,72.55,41.5,0.52688172,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8226,352,2022/3/1,never,2022/4/1,0,Model Viewer,0,113.97,37.5,0.010752688,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8227,352,2020/10/1,never,2022/4/1,0,Model Viewer,0,857.86,20.5,4,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8228,352,2020/9/1,never,2022/4/1,0,Model Viewer,0,1194.17,18,7.666666667,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8229,352,2020/3/1,never,2022/4/1,0,Model Viewer,11,1556.07,21.5,1.75,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8230,352,2020/2/1,never,2022/4/1,0,Model Viewer,14,2614.92,25.5,1.262295082,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8231,352,2020/1/1,never,2022/4/1,0,Model Viewer,36,2394.4,22,1.181818182,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8232,352,2019/12/1,never,2022/4/1,0,Model Viewer,147.15,2929.41,36,1.012048193,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8233,352,2019/11/1,never,2022/4/1,0,Model Viewer,86.15,1368.91,24.25,0.993283582,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8234,352,2019/10/1,never,2022/4/1,0,Model Viewer,70.4,2322.3,33,1.368333159,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8235,352,2019/8/1,never,2022/4/1,0,Model Viewer,169.435,12723.62,31,3.970735063,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8236,352,2019/7/1,never,2022/4/1,0,Model Viewer,58.6,16707.785,31,9.716319134,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8237,352,2019/6/1,never,2022/4/1,0,Model Viewer,851.12,26917.11,39,5.274089883,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8238,352,2019/5/1,never,2022/4/1,0,Model Viewer,56,2720.87,41.5,1.0829717,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8239,352,2019/4/1,never,2022/4/1,0,Model Viewer,47.725,2560.78,36,1.146671473,1,6,7597.5,,9862662,"$1,000 ",Art And Entertainment
8240,352,2019/3/1,never,2022/4/1,0,Model Viewer,39.85,3825.83,33,1.111675127,1,10,15115,,9862662,"$1,000 ",Art And Entertainment
8241,352,2019/1/1,never,2022/4/1,0,Model Viewer,0,423.7,61,13,1,2,80,,9862662,"$1,000 ",Art And Entertainment
8242,353,2021/11/1,never,2022/3/2,0,Model Viewer,510.3,510.3,107,0.040322581,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8243,353,2022/1/1,never,2022/3/2,0,Model Viewer,0,1001.96,80,0.106382979,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8244,353,2022/2/1,never,2022/3/2,0,Model Viewer,0,1135.56,71,0.126213592,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8245,353,2022/9/1,adopt,2022/3/2,183 days 00:00:00,Model Viewer,0,1076.26,123,0.268292683,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8246,353,2022/8/1,adopt,2022/3/2,152 days 00:00:00,Model Viewer,0,834.75,72,0.114754098,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8247,353,2022/6/1,adopt,2022/3/2,91 days 00:00:00,Model Viewer,0,343.23,65.5,0.055555556,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8248,353,2022/5/1,adopt,2022/3/2,60 days 00:00:00,Model Viewer,0,733.04,75,0.106060606,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8249,353,2022/4/1,adopt,2022/3/2,30 days 00:00:00,Model Viewer,0,1093.72,66.5,0.078431373,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8250,353,2022/3/1,never,2022/3/2,0,Model Viewer,0,1874.34,42.5,0.131147541,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8251,353,2022/10/1,adopt,2022/3/2,213 days 00:00:00,Model Viewer,0,499.16,92,0.12195122,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8252,353,2020/1/1,never,2022/3/2,0,Model Viewer,0,656.78,37,0.032921811,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8253,353,2019/12/1,never,2022/3/2,0,Model Viewer,0,1248.01,26,0.043290043,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8254,353,2019/11/1,never,2022/3/2,0,Model Viewer,0,529.75,44.5,0.017391304,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8255,353,2019/10/1,never,2022/3/2,0,Model Viewer,0,2277.42,28,0.029411765,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8256,353,2019/8/1,never,2022/3/2,0,Model Viewer,0,505.82,70,0.022641509,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8257,353,2019/7/1,never,2022/3/2,0,Model Viewer,143.32,393.32,51.5,0.008287293,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8258,353,2019/6/1,never,2022/3/2,0,Model Viewer,516.68,1574,49,0.02811245,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8259,353,2019/5/1,never,2022/3/2,0,Model Viewer,0,1196.24,24,0.032967033,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8260,353,2019/4/1,never,2022/3/2,0,Model Viewer,728.59,2776.91,27,0.06271777,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8261,353,2019/3/1,never,2022/3/2,0,Model Viewer,0,1466.81,24,0.021875,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8262,353,2019/1/1,never,2022/3/2,0,Model Viewer,0,1699.77,44,0.036253776,1,5.714285714,120,,1424349,"$2,000 ",Law  Govt And Politics
8263,354,2021/11/1,never,2022/2/24,0,Model Viewer,202.53,1293.85,133,1.90625,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8264,354,2021/10/1,never,2022/2/24,0,Model Viewer,143.56,965.29,614,3.6,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8265,354,2021/9/1,never,2022/2/24,0,Model Viewer,86.66,891.22,33,3.333333333,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8266,354,2021/8/1,never,2022/2/24,0,Model Viewer,58,764.33,109.5,3.0625,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8267,354,2021/7/1,never,2022/2/24,0,Model Viewer,25.59,1132.19,27,0.477876106,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8268,354,2021/5/1,never,2022/2/24,0,Model Viewer,289.6,691.09,30,0.450980392,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8269,354,2021/4/1,never,2022/2/24,0,Model Viewer,93.46,419.93,36,0.621621622,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8270,354,2021/3/1,never,2022/2/24,0,Model Viewer,85.42,385.89,29,0.465116279,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8271,354,2021/2/1,never,2022/2/24,0,Model Viewer,163.34,279.33,41,0.4,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8272,354,2021/1/1,never,2022/2/24,0,Model Viewer,108,871.46,55.5,0.956521739,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8273,354,2022/1/1,never,2022/2/24,0,Model Viewer,0,669.26,63.5,2.4,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8274,354,2022/2/1,never,2022/2/24,0,Model Viewer,60.92,881.48,30,3.066666667,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8275,354,2022/6/1,adopt,2022/2/24,97 days 00:00:00,Model Viewer,69.33,1112.94,46.5,5.714285714,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8276,354,2022/5/1,adopt,2022/2/24,66 days 00:00:00,Model Viewer,100.42,1147.7,56,6,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8277,354,2022/4/1,adopt,2022/2/24,36 days 00:00:00,Model Viewer,35.84,1208.94,17,4.266666667,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8278,354,2022/3/1,adopt,2022/2/24,5 days 00:00:00,Model Viewer,18.42,894.32,21,3.294117647,1,10,15115,,1490172,"$1,000 ",Business And Industrial
8279,354,2020/12/1,never,2022/2/24,0,Model Viewer,217.71,1137.56,32,1.243902439,1,10,15115,,1490172,"$1,000 ",Business And Industrial
